2025-11-14 18:40:43 | INFO     | root                 | Logging to file: logs/vman.log (rotation: 10.0MB, backups: 5)
2025-11-14 18:40:53 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:53 | INFO     | OBSERVER.observer    | Observer loop starting (check_interval=0.1s)
2025-11-14 18:40:53 | INFO     | OBSERVER.observer    | Observer started
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer loop starting (check_interval=0.1s)
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer started
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer loop starting (check_interval=0.1s)
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer started
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer loop starting (check_interval=0.1s)
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer started
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer loop starting (check_interval=0.1s)
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer started
2025-11-14 18:40:54 | INFO     | OBSERVER.observer    | Observer stopped
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would create disk /tmp/tmpzfzp0_lh/test.qcow2 size=10G fmt=qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would create disk /tmp/tmpf81q3p4d/test.qcow2 size=10G fmt=qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would create disk /tmp/tmpf81q3p4d/test.qcow2 size=10G fmt=qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would create disk /tmp/tmpm6iwi9bt/test.qcow2 size=10G fmt=qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would delete disk /tmp/tmpm6iwi9bt/test.qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would delete disk /tmp/tmpwgo1mgky/nonexistent.qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would start VM test-vm cpu=2 ram=4G
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would start VM test-vm cpu=2 ram=4G
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would stop VM test-vm (force=False)
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would attach disk /tmp/tmpyx3nstjs/disk.qcow2 to VM test-vm as /dev/xvdb
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would attach disk /tmp/tmpu_jbzfwt/disk.qcow2 to VM test-vm as /dev/xvda
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would attach disk /nonexistent/disk.qcow2 to VM test-vm as /dev/xvda
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would detach disk /tmp/tmpz1u81atz/disk.qcow2 from VM test-vm
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would create disk /tmp/tmpam_yi673/test.qcow2 size=0G fmt=qcow2
2025-11-14 18:40:54 | INFO     | OPERATOR.operator    | dry-run: would attach disk /tmp/tmp5snoczxp/disk.qcow2 to VM test-vm as /invalid/device
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (9.97ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.83ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 400 (1.76ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 400 Bad Request"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 422 (0.94ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 422 (1.36ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 422 (1.02ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP GET /templates -> 200 (1.53ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: GET http://testserver/templates "HTTP/1.1 200 OK"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.46ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.62ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP GET /templates -> 200 (1.07ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: GET http://testserver/templates "HTTP/1.1 200 OK"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.21ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:54 | INFO     | INTEL.main           | HTTP DELETE /templates/temp -> 204 (9.77ms)
2025-11-14 18:40:54 | INFO     | httpx                | HTTP Request: DELETE http://testserver/templates/temp "HTTP/1.1 204 No Content"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP DELETE /templates/nonexistent -> 404 (1.26ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: DELETE http://testserver/templates/nonexistent "HTTP/1.1 404 Not Found"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.50ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (1.03ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP DELETE /templates/used -> 204 (7.06ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: DELETE http://testserver/templates/used "HTTP/1.1 204 No Content"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.32ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.37ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.19ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 422 (0.94ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.20ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.18ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (1.04ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.44ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 201 (8.74ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (1.06ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.15ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 201 (7.53ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 400 (1.66ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 400 Bad Request"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP GET /vms -> 200 (1.17ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: GET http://testserver/vms "HTTP/1.1 200 OK"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (6.90ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.96ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP GET /vms -> 200 (1.58ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: GET http://testserver/vms?state=stopped "HTTP/1.1 200 OK"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (10.94ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.92ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP GET /vms/nonexistent -> 404 (1.37ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: GET http://testserver/vms/nonexistent "HTTP/1.1 404 Not Found"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.32ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.97ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP DELETE /vms/nonexistent -> 404 (1.29ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: DELETE http://testserver/vms/nonexistent "HTTP/1.1 404 Not Found"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.24ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:55 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (1.27ms)
2025-11-14 18:40:55 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (6.75ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.99ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.04ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.93ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.07ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (1.03ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP GET /vms/'; DROP TABLE vms; -- -> 404 (1.71ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: GET http://testserver/vms/';%20DROP%20TABLE%20vms;%20-- "HTTP/1.1 404 Not Found"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP GET /etc/passwd -> 404 (0.23ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: GET http://testserver/etc/passwd "HTTP/1.1 404 Not Found"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /templates -> 201 (7.32ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/templates "HTTP/1.1 201 Created"
2025-11-14 18:40:56 | INFO     | INTEL.main           | HTTP POST /vms -> 422 (0.96ms)
2025-11-14 18:40:56 | INFO     | httpx                | HTTP Request: POST http://testserver/vms "HTTP/1.1 422 Unprocessable Entity"
